栄	flourish	flourish;prosperity;honor;glory;splendor	"""The TREES FLOURISH in the CLASSROOM, a little too much perhaps, there's no room for the students any more."""	Students are like young trees. They tend to flourish in the schoolhouse.	9	326	15	エ;イ	さ;か;-;え;る;、;は;-;え;、;は;-;え;る	school house;tree	flourish;thrive;flourishes
書	write	write	Make sure you practice writing kanji with a brush every day before the sun goes down.	"""The calligrapher had a peculiar habit: when using her brush to write, she would stick out her tongue, just slightly.""
"	10	327	15	シ;ョ	か;-;く	brush;tongue wagging in the mouth	write;writing
津	haven	haven;port;harbor;ferry	A brush laying in dirty water is a haven for bacteria.	The haven for a BRUSH is in WATER.. Otherwise they get dry and withered and cant be used?!	9	328	15	シ;ン	つ	water;brush	haven
牧	breed	breed;care for;shepherd;feed;pasture	"""Imagine a taskmaster giving a cow the command to """"start breeding, and start doing it now!"""", except that the cow takes his advice a bit too literally and starts chasing the taskmaster to carry out this command! instead of finding another cow to breed with. Hence, you see the taskmaster running to the right, trying to stay ahead of the cow."""	"""Hint: This is the kanji from which taskmaster is derived. Actually, this kanji has nothing to do with breed, and a lot to do with pastures and shepherds (also for cowboys, japanese and spanish don't differenciate between animals). Think of a cowboy (taskmaster) who brings his cows to the pasture.""
"	8	329	15	ボ;ク	ま;き	cow;taskmaster	breed;breeds
攻	aggression	aggression;attack	Aggression is the craft of a good dominatrix.	AGGRESSION is a well-honed craft for any decent taskmaster.	7	330	15	コ;ウ	せ;-;め;る	craft;taskmaster	aggression
敗	failure	failure;defeat;reversal	"""If you end up in failure, you give money to the taskmaster to train you."""	The shell who was defeated before (defeat (#63)) is being chastised by the taskmaster for his failure to win.	11	331	15	ハ;イ	や;ぶ;-;れ;る	clam;taskmaster	failing;failures;failed;failure
枚	sheet of	sheet of...;counter for flat thin objects or sheets	"""The taskmaster is a strict bathroom monitor who hands out only one sheet of really rough, splintery toilet paper per person. You can see the wood fibers."""	"""This taskmaster is the bathroom nazi: he counts how many sheets of toilet paper and tissue you use, and then tells you what % of a tree you just killed.""
"	8	332	15	マ;イ		tree;taskmaster	
故	happenstance	happenstance;especially;intentionally;reason;cause;circumstances;the late;therefore;consequently	An OLD TASKMASTER is no happenstance (coincidence). The older you get the more rigid in your ways.	Need to disambiguate from enemy (#443) as it's easy to mix up antique and old here. Let's think of an accidental president -- he is an old taskmaster who has managed to win the election by happenstance .	9	333	15	コ	ゆ;え	old;taskmaster	happenstance
敬	awe	awe;respect;honor;revere	The flowery phrases of the schoolmaster held the students in awe.	敬 【けい】 (n) reverence; respect. 敬語 【けいご】 (n) honorific; term of respect; (P) STORY: The TASKMASTER demands RESPECT. If you don't talk to him in HONORIFICS and FLOWERY PHRASES you will be sorry.	12	334	15	ケ;イ	う;や;ま;-;う	flower;phrase;taskmaster	awe
言	say	say	A pictogram of someone saying a four letter word from their mouth after the censors have gotten a hold of it.	This is simple a pictogram of a mouth SAYing something. The lines are soundwaves. No need to complicate it.	7	335	15	ゲ;ン;、;ゴ;ン	い;-;う;、;こ;と		could;if;but;should;reason;think;expect;actually;thought;not;say;that;worry;some;because;does;we;wo;whether;how;would;they;argue;?;nothing;know;saying;why;tell;might;sure;even;do;fact;believe;though;what;too;come;want;have;anything;n't;so;did
警	admonish	admonish;commandment	To admonish is to enforce awe by means of words.	Watch in awe as mom admonishes the rude clerk with words that you've never heard her use before.	19	336	15	ケ;イ		awe;words	admonish
計	plot	plot;plan;scheme;measure	A plot is a summary of a book that can be given in ten words.	Say-ten's (satan's) evil plot.	9	337	15	ケ;イ	は;か;-;る;、;は;か;-;ら;う	words;needle	plots;plotting;plot
獄	prison	prison;jail	The wild dog family visits their cousin in prison. They exchange words over the interphone at the visiting booth.	The only thing keeping the new chihuahua inmate from being 'initiated' by the pack of wild dogs were his quick words in prison.	14	338	15	ゴ;ク		pack of wild dogs;words;chihuahua	convicted;imprisonment;prison;sentenced;sentence;jail;inmates
訂	revise	revise;correct;decide	"""Revise, revise and revise until you have all the words nailed down."""	Remember how Martin Luther revised the words of the catholic church and nailed his 95 Theses at the door of the church in Wittenberg?	9	339	15	テ;イ		words;nail	revising;amend;revise
討	chastise	chastise;attack;defeat;destroy;conquer	"""I said some bad words, and my mother chastised me by washing my mouth out with glue instead of soap!"""	"""In Colonial New England, people who committed adultery had words glued to them. A famous example is the """"A"""" worn by Hester Prynn for committing adultery (i.e., not being chaste). In this way, words glued to you are supposed to chastise you and prevent further breaches of chastity.""
"	10	340	15	ト;ウ	う;-;つ	words;glue	chastise
訓	instruction	instruction;Japanese character reading;explanation;read	"""The best type of Japanese INSTRUCTION is full immersion, which consists of going to Japan and swimming in the stream of words that surrounds you every day."""	Listen carefully to the words of instruction before you try swimming in the river.	10	341	15	ク;ン		words;stream	instruction
詔	imperial edict	imperial edict	"""The mnemonic """"words to seduce the masses"""" was just too vague and I kept forgetting it. So now instead I picture a seductive female reading aloud the imperial edict to the masses, thus """"seducing"""" the masses."""	The emperor did not need an imperial edict; his words were more than enough to seduce Anakin to the dark side.	12	342	15	シ;ョ;ウ	み;こ;と;の;り	words;seduce	
詰	packed	packed;close;pressed;reprove;rebuke;blame	WORDS of GOOD LUCK are PACKED into fortune cookies.	"""Nowadays, grafitti comes pre-packaged. The factory takes a bunch of words and aerosol cans and then makes sure the words get tightly packed inside. All you have to do is spray and everything takes care of itself!""
"	13	343	15	キ;ツ	つ;-;め;る;、;つ;-;ま;る;、;つ;-;む	words;aerosol can	packed
話	tale	tale;talk	"""Tales are always spoken, not written, and because of this, words fly out of your tongue, rather than your pen."""	"""Tales are spoken words, passed on from person to person, eventually being spoken by a thousand mouths.""
"	13	344	15	ワ	は;な;-;す;、;は;な;し	words;tongue	fairy;tale;story;tales
詠	recitation	recitation;poem;song;composing	"""Listening to the words in a recitation of Vogon poetry is worse than spending an eternity in hell. [Note: I assume those 2 reports are to warn against possible confusion with poem (#346) but how can you confuse Vogon poetry with an actual poem? Anyway, it's the next frame, so it should be easy to keep them straight... Or maybe there's a kanji for Vogon in RTK3?]."""	"""If you study some words for a recitation, there is a good chance they will be stuck in your memory for all eternity.""
"	12	345	15	エ;イ	よ;-;む	words;eternity	recitation;reciting;recitations
詩	poem	poem;poetry	A poem is a temple of words.	WORDS used in a TEMPLE must be very well chosen. That's why most people will speak using a poem if they are SAYING something in a TEMPLE.	13	346	15	シ		words;Buddhist temple	poetry;poems;poem;poet;verse
語	word	word;speech;language	The simplest word to say is I.	May I say a word about that?	14	347	15	ゴ	か;た;-;る;、;か;た;-;ら;う	say;I	meaning;words;name;word;phrase
読	read	read	Read the WORDS used to SELL things.	People will say (言) almost anything to make a sale (売); don't believe everything you read (読).	14	348	15	ド;ク;、;ト;ク;、;ト;ウ	よ;-;む	words;sell	read;reads;reading
調	tune	tune;tone;meter;key (music);writing style;prepare;exorcise;investigate	"""To tune an old-fashioned radio, you turn the dial the full range of the circumference, until you can clearly hear what's being said."""	words + circumference The most catchy tunes are words the go round and round the circuference of your head and you can't get it out of your mind.	15	349	15	チ;ョ;ウ	し;ら;-;べ;る;、;と;と;の;-;う;、;と;と;の;-;え;る	words;lap	tune;tunes
談	discuss	discuss;talk	Think of an online discussion group where misunderstanding someone's words leads to flaming. An angry discussion = inflamed words.	Internet discussions often involve inflammatory words. Flame war!	15	350	15	ダ;ン		words;inflammation	discussed;meeting;discussions;talks;discussing;discuss
諾	consent	consent;assent;agreement	The words of the very young are useless without CONSENT from their elders.	"""Delores might say, """"Yes!"""", but she's way too young give any legal consent.""
"	15	351	15	ダ;ク		words;young	consent
諭	rebuke	rebuke;admonish;charge;warn;persuade	A PETA activist speaks at a meeting of butchers to rebuke them.	"""I imagine Socrates gate-crashing a meeting of butchers and REBUKING them: 'You've been killing things again; you have, haven't you?' while the embarrassed butchers blush and try to hide their knives behind their backs and stand in front of hanging sides of beef.""
"	16	352	15	ユ	さ;と;-;す	words;meeting;butcher	rebuke;rebukes
式	style	style;ceremony;rite;fn;method;system;form;expr	Each Indian tribe crafts their arrows in a certain style..	The latest style is shirts crafted out of arrows.	6	353	16	シ;キ		arrow;craft	style;styles
試	test	test;try;attempt;experiment;ordeal	"""In an essay test, you are judged on both your choice of words and your writing style."""	The Japanese oral exam was a test of my speaking style.	13	354	16	シ	こ;こ;ろ;-;み;る;、;た;め;-;す	speech;style	tests;test;testing
弐	II (two)	II;two;second	"""II (older form of writing 2). After shooting one arrow (the dash top left), I have 2 arrows left in my quiver (bottom left)."""	"""Once you have two old arrows left in your quiver, you better start running...!""
"	6	355	16	ニ		quiver;two	
域	range	range;region;limits;stage;level	"""An astronaut lands back at the launch range, kisses the earth beneath him with his mouth, then heads off to a fiesta to celebrate a safe flight."""	"""Instead of Heisig's """"Fiesta"""" I use """"Spear"""". Why? A spear is just a DROP extra on an Arrow. 域, range actually means range as in limits/boundary/border sort of range(In a box it was the old meaning for Country國 (581). Ok way too much etymology here, but back to story. With your SPEAR standing in a HOLE on the FLOOR with SOIL to its left9as you dug some out), you can see the RANGE of the spear in attacking a possible enemy (re Diablo and other RPGs, spear's have range).""
"	11	356	16	イ;キ		land;fiesta;mouth;floor	ranges;range;ranging
賊	burglar	burglar;rebel;traitor;robber	Burglars... those guys!!! Burglars only want money (clams) so that they can get needles (drugs) and party (fiesta)!	"""After the fiesta, we found out that some burglar had stolen our money, probably breaking in with a lockpick needle...""
"	13	357	16	ゾ;ク		money;fiesta;needle	burglar;burglars
栽	plantation	plantation;planting	The plantation is where we get our Christmas trees. We pick them out at Thanksgiving to be sure we get a good one.	"""During Thanksgiving, all the trees on the plantation celebrate the harvest. It's a good time for them, too.""
"	10	358	16	サ;イ		Thanksgiving;tree	plantation;plantations
載	load	load;multiplication;power;10**44	"""After eating a big Thanksgiving dinner, you have to be careful in the car ride home not to drop a load in your pants."""	"""After 'Thanksgiving' dinner, my girlfriend gave me a BJ on the drive back home. I blew my 'load' and 'soiled' the 'car'. But it was LOADS of fun! Please report this story if this makes you feel uncomfortable :).""
"	13	359	16	サ;イ	の;-;せ;る;、;の;-;る	Thanksgiving;wagon	load;loads;loading
茂	overgrown	overgrown;grow thick;be luxuriant	"""The gay parade looks astonishing, as if overgrown with flowers."""	"""When your garden gets OVERGROWN, it's like the plants are mocking you. Here, you can see the roses actually parading around the yard, wilfully choking out the other, more docile plants. Then they actually go and parade down the street!""
"	8	360	16	モ	し;げ;-;る	flower;parade	overgrown
成	turn into	turn into;become;get;grow;elapse;reach	It only takes a single stroke of a dagger for a parade to TURN INTO a bloodbath.	The gay parade suddenly TURNED INTO a DAGGER throwing fight.	6	361	16	セ;イ;、;ジ;ョ;ウ	な;-;る;、;な;-;す	parade;dagger	
城	castle	castle	The sand castle is just the soil (#150) that turns into a castle.	"""""""Someday this mound of dirt here will turn into our CASTLE"""", the ants think to themselves when scoping out a new ant hill.""
"	9	362	16	ジ;ョ;ウ	し;ろ	dirt;turn into	castle
誠	sincerity	sincerity;admonish;warn;prohibit;truth;fidelity	Sincerity happens when what you say actually turns into something.	Sincerity is turning your words into actions.	13	363	16	セ;イ	ま;こ;と	words;turn into	honesty;sincerity
威	intimidate	intimidate;dignity;majesty;menace;threaten	The march of women - against intimidation in the workplace - is pretty intimidating in itself!	"""Interesting that this kanji also has the meanings of """"dignity"""" and """"threaten."""" I can see how a march of women in Japan would be seen as intimidating by most men.""
"	9	364	16	イ		march;woman	coerce;frighten;terrorize;intimidate;harass
滅	destroy	destroy;ruin;overthrow;perish	Water flows down to destroy the march of fire.	"""Use a water cannon to destroy a line of marching fire monsters. I keep mixing this one up with disaster (#167) and demolition (#400). Remember, you DESTROY monsters (think of the Godzilla movie """"Destroy All Monsters!""""). Fires and floods are natural DISASTERs. And DEMOLITION is something you carefully do while wearing protective garments. (vaguely based on stefanot's balrog story).""
"	13	365	16	メ;ツ	ほ;ろ;-;び;る;、;ほ;ろ;-;ぼ;す	water;march;fire	destroy;destroying
減	dwindle	dwindle;decrease;reduce;decline;curtail;get hungry	"""When WATER was tossed on the PROTESTORS (a march of mouths), the numbers began to DWINDLE."""	"""When water supplies dwindled, the population became a horde of dry mouths, marching to seize the water in the neighboring kingdom.""
"	12	366	16	ゲ;ン	へ;-;る;、;へ;-;ら;す	water;march;mouth	dwindled;dwindle
桟	scaffold	scaffold;cleat;frame;jetty;bolt (door)	Japanese festival floats are often so tall they need wood scaffolds to be completed. (http://www.japan-guide.com/e/e5909.html).	You need a SCAFFOLD made of WOOD to build a FLOAT if it will be several stories high.	10	367	16	サ;ン		tree;float	scaffold;scaffolding
銭	coin	coin;.01 yen;money	Political hopefuls in Rome threw gold COINS from floats when they were campaigning for office.	Interesting fact: The Japanese one yen coin is the only coin in the world that can float on water. http://www.hanamiweb.com/floatingyen.jpg.	14	368	16	セ;ン	ぜ;に	gold;float	coins;coin
浅	shallow	shallow;superficial;frivolous;wretched;shameful	The water can't be too SHALLOW if you expect to float.	The water isn't shallow enough to ford (#372). We'll have to cross by float!	9	369	16	セ;ン	あ;さ;-;い	water;float	shallow
止	stop	stop;halt	"""If you find in the ground a walking stick with a magic wand, STOP! Maybe it's some kind of macumba/black magic/voodoo bad thing."""	"""If you don't remember this one from the 10,000,000 STOP signs on roads all over Japan, you're beyyond help!""
"	4	370	17	シ	と;-;ま;る;、;と;-;め;る		stopped;stopping;stop;halt;stops
歩	walk	walk	"""When walking your pet, you must stop a few times along the way when nature calls."""	"""When you learn to walk, you take your steps a few at a time. Picture a clumsy but happy toddler who falls every few steps but keeps getting up to try again.""
"	8	371	17	ホ;、;ブ;、;フ	あ;る;-;く;、;あ;ゆ;-;む	footprint;few	walks;walked;walk;walking
渉	ford	ford;ferry;port	The new Ford Jesus. It can do everything except WALK on WATER.	"""A ford is a place where one can walk through the water, a place only a few footsteps deep.""
"	11	372	17	シ;ョ;ウ		water;walk	ford
頻	repeatedly	repeatedly;recur	I repeatedly walk around hoping this kanji will come into my head. I repeatedly walk around hoping this kanji will come into my head. I repeatedly walk around hoping this kanji will come into my head. I repeatedly walk around hoping this kanji will come into my head. I repeatedly walk around hoping this kanji will come into my head.	"""Are you familiar with the joke about the ditzy secretary who repeatedly walked back and forth forcibly over all the pages of her boss' most important letters. When confronted she just says """"Well you said they needed to be stamped before they're mailed."""".""
"	17	373	17	ヒ;ン		walk;head	repeatedly
肯	agreement	agreement;consent;comply with	A secret agreement between a covert gov't agency and aliens states that we will not step foot on the moon again in return for alien technology.	NASA and Armstrong made an agreement: They'd never tell anyone that no-one actually stepped foot on the moon.	8	374	17	コ;ウ		footprint;flesh	signed;negotiated;negotiations;agreeing;agreed;negotiating;agreement;talks;deal;pact;accord;agreements
企	undertake	undertake;scheme;design;attempt;plan	Mary Poppins floated down with her umbrella to undertake the job of stopping the children's misbehaving.	The Undertaker is an evil WWE wrestler - he beat his opponent with an umbrella until he stopped moving.	6	375	17	キ	く;わ;だ;-;て;る	umbrella;stop	undertaking;undertake;undertook;undertaken
歴	curriculum	curriculum;continuation;passage of time	A CURRICULUM is a calendar that replaces days with reasons to stop having fun.	"""A little like a calendar, your CV records your footsteps through time.""
"	14	376	17	レ;キ		cliff;grove;stop	curricula;curriculum
武	warrior	warrior;military;chivalry;arms	ONE-ARROW can STOP a warrior.	A great warrior can stop any 0pponent with one arrow.	8	377	17	ブ;、;ム		quiver;stop	warrior
賦	levy	levy;ode;prose;poem;tribute;installment	A warrior stands guard at a bridge collecting shells as a levy for any who want to pass.	"""""""Drove my Chevy to the levy but the levy was dry. And those good old warrior boys, drinking whiskey and rye, said pay up the clams or you'll die. Pay up the clams or you'll die..."""".""
"	15	378	17	フ		money;warrior	levy
正	correct	correct;justice;righteous;10**40	If you do it correct on the first attempt you can stop.	"""The correct way of learning Japanese? First, stop everything you're doing. Then, go pick up a copy of Heisig's book and work from there.""
"	5	379	17	セ;イ;、;シ;ョ;ウ	た;だ;-;し;い;、;た;だ;-;す;、;ま;さ	one;footprint	correct;incorrect
証	evidence	evidence;proof;certificate	Your words must be absolutely correct if you plan to use them as evidence.	"""""""If what you say is indeed correct, we could use use your testimony as evidence"""".""
"	12	380	17	シ;ョ;ウ	あ;か;し	words;correct	evidence
政	politics	politics;government	Those involved in politics are always trying to elect the correct taskmaster.	"""Insane political correctness on the left, and facists taskmasters on the right- thats politics in a nutshell right there.""
"	9	381	17	セ;イ;、;シ;ョ;ウ	ま;つ;り;ご;と	correct;taskmaster	political;politics
定	determine	determine;fix;establish;decide	"""In The Karate Kid, the boy must prove his determination by MENDING his teacher's HOUSE in various ways."""	"""People who decide to renovate (ooh, that's a fancy word, let's say """"mend"""") their houses must be very determined DIYers. (Using DIY helps me remember this story when I see DEtermine).""
"	8	382	17	テ;イ;、;ジ;ョ;ウ	さ;だ;-;め;る;、;さ;だ;-;ま;る;、;さ;だ;-;か	house;mending	assess;determines;determined;determining;whether;determine
錠	lock	lock;fetters;shackles	"""Even if you lock up your GOLD, a DETERMINED thief will get it in the end."""	"""The best stories for this kanji tend to have a thief in them, which always makes me confuse them with the kanji for burglar (357). So, let's try this one: My girlfriend wears a metal chastity belt with a lock but I am determined to open it! I must get inside!""
"	16	383	17	ジ;ョ;ウ		metal;determine	lock
走	run	run	"""Hint: This kanji is NOT soil on top of mend, as Heisig claims - that would duplicate one of the strokes. Instead, it is 10 on top of mend. So my story is: If you run 10 miles, you will need to mend your socks!"""	The sports ground needs MENDING after the game as the players have been RUNNING around which has caused the ground to be chopped up.	7	384	17	ソ;ウ	は;し;-;る	soil;mending	runs;running;run
超	transcend	transcend;super-;ultra-	"""A successful marathon runner needs to be able to transcend seductions, such as the possibility of rest, shelter from the rain, or a cold beer."""	"""To transcend oneself is to reach a higher plane of reality. A head shaven monk is telling me this. We are in a Tibetan monastery. He was once an athlete, a runner. He used to run everywhere, until one day, he saw a beautiful cheerleader along his path. She tried very hard to seduce him, but he forced himself to transcend his urges. He did reach his running goal, and he has became a lonely monk. He wishes now he had just broken down back then and....""
"	12	385	17	チ;ョ;ウ	こ;-;え;る;、;こ;-;す	run;seduce	transcending;transcended;transcend;transcends
赴	proceed	proceed;get;become;tend	"""""""Don't run into trouble,"""" Dumbledore tells Harry. """"Proceed with caution with your wand out.""""."""	"""While running, my magic wand tells me where to proceed.""
"	9	386	17	フ	お;も;む;-;く	run;divining rod	proceeding;proceed
越	surpass	surpass;cross over;move to;exceed;Vietnam	The person in charge of running the parade surpassed all our expectations (by just a extra drop...).	The parade of runners are all trying to SURPASS each other - and they end up running all the way to Vietnam (note that this kanji is also used for the country of Vietnam).	12	387	17	エ;ツ	こ;-;す;、;こ;-;え;る	run;parade	surpassed;surpassing;surpass
是	just so	just so;this;right;justice	'Sun' 'Mend' - It just so happens that sunshine can mend your gloomy spirits.	My image here is of Fabrice (the guy who runs this website) spending all day obsessively mending the code so this page looks just so....	9	388	17	ゼ		day;mending	
題	topic	topic;subject	"""The """"TOPIC"""" of the day's newspaper must be placed JUST SO at the top of the PAGE to attract attention."""	"""You spend ALL DAY, mending your socks JUST SO. Then you have a look at the HEADING of the newspaper. The topic---FREE SOCKS TO BE GIVEN AWAY!!!!""
"	18	389	17	ダ;イ		just so;head	subject;topic;topics;discussion
堤	dike	dike;bank;embankment	Making a dike is all about arranging the soil just so....	"""The little Dutch boy has his finger stuck in the dike, and that's the only thing keeping his town from going under. He really really needs to go to the bathroom though, so he devises a plan to carefully add a bit of dirt - there, place individual bits in just so - there, I think it's good enough. Pull it out -----yes! Success!""
"	12	390	17	テ;イ	つ;つ;み	earth;just so	dikes;dike
建	build	build	"""Build is easy to remember if you can remember that archtiechts have two steps in building. 1. Take a brush and brush out the blueprints. 2. Get a visual image of the blueprints all rolled up like they usually are. The second step is easy, it's just the architecht stretching out the blueprints and showing it to his clients."""	"""A construction worker's classic morning. Stretch, brush his teeth, and then start to build.""
"	9	391	17	ケ;ン;、;コ;ン	た;-;て;る;、;た;-;つ	stretch;brush	develop;built;build;construct
延	prolong	prolong;stretching	Stretching correctly prolongs life. Even the top part of 正 is stretching...	"""Here's a great mnemonic: """"stop, drop, and stretch (!?)."""" Now let's associate it with 'prolong': if you're ever in an uncomfortable spot, like being asked tricky questions or caught in a lie, just PROLONG the situation - stop, drop, and stretch. They may be confused by your odd behaviour, but it'll buy you a few moments to think up another good lie to get out of the sticky situation!""
"	8	392	17	エ;ン	の;-;び;る;、;の;-;べ;る;、;の;-;ば;す	stretch;drop;stop	prolonging;prolong
誕	nativity	nativity;be born;declension;lie;be arbitrary	"""Nativity = born, being born. Think of birth as a painful and prolonged event. And of course, all the words and curses being yelled at the soon-to-be father for doing this to her!"""	"""When you are being born ( nativity ), your mother's WORDS are PROLONGED. (Thiiiiiiiiiiiiiiiiiiiis huuuuuuuuuuuuuurtss a lottttttttt~!! Owwwwwww!!!).""
"	15	393	17	タ;ン		words;prolong	nativity
礎	cornerstone	cornerstone;foundation stone	Features like stones and groves of trees are the cornerstones of a happy zoo.	"""A zoo which is still under construction is already full of animals. At the moment, only the cornerstone has been set in place. To temporarily keep the animals from escaping, a closely-packed grove of small trees is planted around the stone. (Note that this zoo needs some serious mending.).""
"	18	394	17	ソ	い;し;ず;え	stone;grove;zoo	cornerstone
婿	bridegroom	bridegroom;son-in-law	"""The virgin bridegroom tries to understand the new, mysterious part of his woman's body - but with little success. It's a zoo down there! (primitives placement: the part of the body is 'down there' - the woman is 'left' unsatisfied)."""	"""The only reason anyone talks about a bridegroom is if they're about to or have just gotten married. Of course, then you have to go on your honeymoon. So you take your woman to the zoo for a month. Pretty cool honeymoon.""
"	12	395	17	セ;イ	む;こ	woman;zoo;month	bridegroom
衣	garment	garment;clothes;dressing	The only garments allowed in this club are top hat and scarf.	"""The garments most commonly associated with the craft of a magician are the top hat and the magic wand. (It's a stretch, but the way I remembered this kanji is through that phrase. This way you can remember it through using primitives we have already learned.).""
"	6	396	18	イ	こ;ろ;も		garment;garments
裁	tailor	tailor;judge;decision;cut out (pattern)	The tailor was hard at work making sure all the pilgrims were dressed in their best garments for thanksgiving.	The tailor worked hard after thanksgiving to alter garments so they'd fit people who'd eaten too much at their thanksgiving dinners.	12	397	18	サ;イ	た;-;つ;、;さ;ば;-;く	Thanksgiving;clothes	tailor
装	attire	attire;dress;pretend;disguise;profess	The TURTLE SAMURAI needs special GARMENTs for his ATTIRE since his body is much more ROBUST than others.	"""The ninja turtles tried to go eat at a fancy restaurant, but they were told to come back after their were dressed in proper attire. However, it's too difficult for them to find proper garments because they bodies are so robust! (sannomiya + drwarrior12).""
"	12	398	18	ソ;ウ;、;シ;ョ;ウ	よ;そ;お;-;う	turtle-samurai;clothes	dress;attire;garb
裏	back	back;amidst;in;reverse;inside;palm;sole;rear;lining;wrong side	The computer had carefully dressed up in clothes to look human. It was n't until I looked at the back and saw the cables and stuff that I realized what it was.	"""Can computers be gay? I'm not sure, but mine always wears a top hat and scarf, and for some reason its back door port is always open...""
"	13	399	18	リ	う;ら	top hat;computer;scarf	away;put;go;going;then;down;up;again;come;coming;when;out;back
壊	demolition	demolition;break;destroy	"""If you stand too close to a DEMOLITION site, the dust might sting you like NEEDLES in your EYE and get your GARMENTs all dirty."""	"""Since that needle eye thing turns up a lot, I turned it into Darth Vader. It kinda looks like him to me, with the eye being his metal mouth piece thing. So, Darth Vader swings his cape (his garment) demolishing a nearby building, leaving nothing but a pile of dirt.""
"	16	400	18	カ;イ	こ;わ;-;す;、;こ;わ;-;れ;る	ground;needle;eye;clothing	demolition
哀	pathetic	pathetic;grief;sorrow;pathos;pity;sympathize	One of my friends with a crazy sense of fashion loves to wear a tophat and a scarf so that you can't see his whole face but only his mouth. He thinks it's cool. I think it's pathetic.	"""A poor, homeless child like Oliver Twist, with a hungry open mouth, is pathetic-- in the original sense of the noun """"pathos."""" The tattered tophat and scarf he wears only adds to the pathos.""
"	9	401	18	ア;イ	あ;わ;-;れ;、;あ;わ;-;れ;む	top hat;mouth;scarf	pathetic;pitiful
遠	distant	distant;far	Keep distant from a lidded crock on the road wrapped in a scarf. It might be a bomb.	"""When traveling to a distant land, what better way of keeping warm on the road is there than carrying a warm lidded crock and wearing a scarf?""
"	13	402	18	エ;ン;、;オ;ン	と;お;-;い	lidded crock;scarf;road	distant
猿	monkey	monkey	The MONKEY likes to play hide and seek with the PACK of WILD DOGS by hiding in the LIDDED CROCK. But he is easy to see because the SCARF he always wears is at the base of the LIDDED CROCK.	"""To catch a monkey, chase him with wild dogs into a lidded crock, then tie it with a scarf.""
"	13	403	18	エ;ン	さ;る	pack of wild dogs;lidded crock;scarf	monkey;monkeys
初	first time	first time;beginning	"""""""This is the first time we've been out of the Shire, Mr. Frodo!"""" Says Sam, covering himself with his cloak and clutching his dagger."""	"""On his FIRST TIME, he cloaked his dagger with a Trojan.""
"	7	404	18	シ;ョ	は;じ;-;め;、;は;じ;-;め;て;、;は;つ;、;う;い;、;そ;-;め;る	cloak;dagger	
布	linen	linen;cloth	A matador holding his red linen by his side.	"""The first rule of the Hitch-Hiker's Guide to the Universe is """"DON'T PANIC!"""" The second rule, of course, is to always have a towel by your side. Personally, I prefer the linen sort.""
"	5	405	18	フ	ぬ;の	by one's side;towel	cloth;linen
帆	sail	sail	"""When stranded at sea, we needed a Sail. The best we had was a TOWEL, which was MEDICORE, only catching a DROP of WIND."""	A towel makes a mediocre sail.	6	406	18	ハ;ン	ほ	towel;mediocre	sailing;sails;sail;sailed
幅	hanging scroll	hanging scroll;width	"""In the west, the rich use $100 bills to light their cigars... In Japan, after showering, when the wealthy don't have any clean towels, they simply grab a hanging scroll off the wall and use it to dry off!"""	The towels of the wealthy: hanging scrolls.	12	407	18	フ;ク	は;ば	towel;wealth	
帽	cap	cap;headgear	"""If you wear a towel as a cap, you are at risk of being seized and searched in U.S. airports."""	Originally the first cap was a turban which was a towel wrapped around the head to keep the sun out of the eyes.	12	408	18	ボ;ウ		towel;risk	cap;caps
幕	curtain	curtain;bunting;act of play	"""There is a graveyard outside my house that scares me, so I put a huge towel over the window to serve as a curtain so I can get a good nights sleep."""	"""When you're dead in the graveyard, """"it's curtains for you."""".""
"	13	409	18	マ;ク;、;バ;ク		graveyard;towel	curtain
幌	canopy	canopy;awning;hood;curtain	A canopy is a towel to block the suns rays.	"""From the Hitch-Hiker's Guide to the Universe: A towel is useful, among other things, as a canopy to keep out the sun's rays from your face while napping.""
"	13	410	18			towel;sun;ray	canopies;canopy
錦	brocade	brocade;fine dress;honors	Brocade is the art of sewing gold on a white towel.	"""Never heard of this word before encountering it here. So it turns out that the fanciest brocade in the world is actually a towel used by a Turkish monarch. It's embroidered with gold and cocaine. Yes, cocaine - what you thought it'd be something else? That is some true art right there. I think a great many people would want to own this towel.""
"	16	411	18			metal;white;towel	brocade
市	market	market;city;town	"""My recurring nightmare: Walking through the market, and suddenly realizing that I'm wearing only a top hat...and a towel."""	At the MARKET you find lots of nice TOP HATS and TOWELS.	5	412	18	シ	い;ち	top hat;towel	markets;prices;stock;market
姉	elder sister	elder sister	"""Unlike the younger sister (妹), who is not yet old enough to date... the elder sister is on the market!"""	She's old enough to be allowed to go to the market.	8	413	18	シ	あ;ね	woman;market	
肺	lungs	lungs	LUNGS are a PART of the BODY that can be found at any meat MARKET or black MARKET.	"""The PART OF THE BODY most important if you work at a MARKET is your LUNGS so that you can shout out at the top of your voice """"IRASSHAIMASEEE"""" to attract customers.""
"	9	414	18	ハ;イ		flesh;market	lungs;kidneys
